Total_Stops,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins,Airline_Air Asia,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Banglore,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Banglore,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Price
3038,1,27,5,16,10,22,30,6,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6938
3039,0,24,6,19,55,22,25,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3807
3040,1,12,6,9,0,19,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10262
3041,2,9,5,8,20,20,25,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11432
3042,0,21,3,19,55,22,35,2,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7229
3043,1,21,5,11,30,19,15,7,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14848
3044,1,15,5,6,30,23,35,17,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8586
3045,1,9,4,10,35,19,15,8,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6106
3046,0,3,5,22,20,0,40,2,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3873
3047,2,15,6,11,40,19,0,7,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15812
3048,1,24,5,20,25,14,25,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12121
3049,1,12,5,6,30,19,50,13,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8586
3050,1,12,6,7,30,19,15,11,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7354
3051,0,6,3,21,25,0,5,2,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4778
3052,1,9,6,8,30,21,0,12,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6838
3053,1,6,3,9,45,22,20,12,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10276
3054,0,18,6,8,20,11,20,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8016
3055,1,21,3,8,15,18,30,10,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4943
3056,0,24,6,8,30,11,20,2,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4823
3057,1,1,4,8,25,16,20,7,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12996
3058,1,27,5,9,0,19,15,10,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9929
3059,1,3,6,10,0,1,30,15,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9508
3060,0,21,3,18,5,21,10,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5674
3061,0,18,6,11,35,14,0,2,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3858
3062,0,24,5,22,15,0,50,2,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4804
3063,1,27,5,14,0,1,30,11,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13377
3064,1,27,5,15,0,4,25,13,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12898
3065,0,1,6,10,20,12,55,2,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4409
3066,1,1,6,7,55,22,25,14,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8759
3067,1,3,3,0,30,23,55,23,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10394
3068,0,18,3,11,35,14,0,2,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3858
3069,1,15,6,7,55,13,25,5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6253
3070,2,27,5,19,10,12,35,17,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15129
3071,1,24,3,6,35,14,25,7,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4773
3072,1,21,5,6,30,9,20,26,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9663
3073,1,12,6,17,0,9,45,16,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12692
3074,0,6,6,1,30,4,15,2,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3943
3075,1,12,5,17,0,21,5,28,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10703
3076,1,27,3,6,40,21,0,14,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8784
3077,1,9,6,9,15,19,0,9,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11622
3078,0,24,5,22,5,0,25,2,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5277
3079,1,21,5,16,45,7,10,14,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8327
3080,0,9,3,5,35,8,50,3,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6885
3081,0,12,6,17,45,20,45,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8016
3082,1,1,6,23,30,4,35,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10112
3083,1,6,3,17,30,1,35,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14871
3084,1,9,6,9,0,19,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10262
3085,0,24,3,19,35,21,5,1,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2470
3086,2,9,3,13,15,9,25,20,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11622
3087,1,6,5,20,20,10,45,14,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,8662
3088,2,24,6,17,15,19,15,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11972
3089,2,6,6,9,25,4,25,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11992
3090,1,18,5,10,0,4,25,18,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12373
3091,1,1,6,10,0,1,30,15,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7198
3092,1,15,6,7,5,12,35,5,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14714
3093,1,9,6,16,0,1,30,9,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6316
3094,1,27,3,17,40,8,15,14,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5998
3095,1,12,6,18,55,16,20,21,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13044
3096,1,12,6,13,5,22,30,9,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9646
3097,1,27,6,16,45,7,10,14,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6451
3098,1,24,6,7,0,12,55,5,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5281
3099,0,1,5,19,35,21,5,1,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2228
3100,0,1,6,6,5,8,50,2,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3943
3101,2,15,6,10,55,7,40,20,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11753
3102,2,24,6,23,5,12,35,13,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12819
3103,2,21,3,13,55,18,50,28,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8728
3104,1,9,5,8,45,13,15,4,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4812
3105,1,1,5,17,0,22,5,29,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14151
3106,1,1,5,20,20,9,5,12,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,8452
3107,1,24,3,15,10,20,15,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6762
3108,1,12,3,18,55,13,15,18,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13817
3109,1,21,5,14,0,12,35,22,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12898
3110,1,6,4,19,20,23,45,4,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3480
3111,1,1,3,11,40,21,20,9,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,27992
3112,2,21,3,18,25,4,25,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7791
3113,1,21,3,6,10,23,0,16,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5704
3114,1,21,5,16,35,22,15,5,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5268
3115,0,6,6,11,40,14,30,2,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3898
3116,0,15,3,9,0,11,30,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3847
3117,1,12,6,7,30,19,0,11,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10877
3118,1,9,4,8,45,19,15,10,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8371
3119,1,6,6,7,10,22,30,15,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7038
3120,1,9,6,6,30,16,20,9,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14571
3121,1,9,6,20,0,9,20,13,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11841
3122,2,18,5,13,25,12,35,23,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15129
3123,0,15,6,22,20,0,40,2,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3841
3124,1,24,6,11,30,12,35,25,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10262
3125,0,6,4,20,45,23,20,2,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4460
3126,0,3,3,18,25,21,20,2,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7648
3127,1,6,6,7,10,20,20,13,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,8610
3128,0,18,6,13,15,15,35,2,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3597
3129,1,24,6,7,35,16,10,8,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6442
3130,1,9,3,6,40,21,0,14,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12351
3131,1,21,5,17,30,1,30,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14067
3132,0,15,5,20,0,22,50,2,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4823
3133,1,24,3,17,0,22,10,29,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,12102
3134,0,24,5,7,5,8,30,1,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8040
3135,0,3,3,10,5,13,0,2,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7648
3136,1,9,5,2,0,7,25,5,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6582
3137,0,12,6,11,30,14,20,2,50,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4668
3138,0,1,4,20,0,22,50,2,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4823
3139,0,1,5,22,20,0,40,2,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3873
3140,1,18,5,10,20,19,15,8,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8476
3141,1,27,5,7,15,12,30,5,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5636
3142,1,12,5,8,25,19,50,11,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8586
3143,0,6,6,18,25,21,20,2,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4823
3144,0,6,3,5,10,8,0,2,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6881
3145,1,9,5,14,5,22,35,8,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10844
3146,1,24,4,19,35,23,15,3,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4226
3147,1,9,5,19,15,19,0,23,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12373
3148,2,6,6,8,20,21,50,13,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10697
3149,0,3,6,10,20,11,50,1,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4995
3150,2,24,6,16,40,19,15,26,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9443
3151,2,18,5,5,30,4,25,22,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13029
3152,2,21,3,18,25,4,25,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12347
3153,1,9,6,13,0,21,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7408
3154,1,1,4,18,55,9,20,14,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7064
3155,1,6,3,13,0,4,25,15,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13843
3156,0,12,4,15,30,18,5,2,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4174
3157,3,15,5,11,35,21,0,9,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16294
3158,0,18,5,6,55,9,30,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3841
3159,0,15,6,4,0,6,50,2,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4423
3160,0,12,6,5,10,8,0,2,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5201
3161,2,3,3,6,45,11,10,28,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12599
3162,0,21,5,6,25,7,55,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4049
3163,2,24,5,9,25,10,30,25,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12797
3164,1,24,5,20,25,10,55,14,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13067
3165,1,24,5,20,20,18,50,22,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,9345
3166,1,21,5,5,5,12,10,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6818
3167,0,3,5,10,20,11,50,1,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8040
3168,2,12,6,18,20,12,35,18,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14300
3169,1,15,5,18,15,1,30,7,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13727
3170,1,21,3,16,55,10,25,17,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7832
3171,1,9,3,4,0,12,55,8,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16259
3172,0,27,6,8,30,11,20,2,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4823
3173,1,6,3,11,40,8,15,20,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16736
3174,2,6,6,9,25,5,25,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13217
3175,1,27,3,12,50,21,0,8,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6637
3176,1,9,6,18,55,12,0,17,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10844
3177,1,21,3,10,0,19,15,9,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8401
3178,0,12,4,9,0,11,25,2,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3873
3179,2,24,6,20,0,4,25,8,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12410
3180,2,18,5,23,5,12,35,13,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15129
3181,0,1,5,13,0,15,50,2,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4423
3182,1,27,5,13,0,19,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16079
3183,2,6,6,14,30,8,55,18,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15894
3184,1,15,5,4,55,19,0,14,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9103
3185,1,12,6,9,45,8,15,22,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8991
3186,2,1,4,16,50,18,20,25,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7893
3187,0,3,3,2,30,4,0,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4575
3188,0,3,5,9,0,11,25,2,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3873
3189,1,21,3,5,45,21,20,15,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7832
3190,0,1,5,14,45,17,5,2,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3597
3191,1,24,3,21,10,23,25,26,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13759
3192,0,27,5,18,55,22,0,3,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7229
3193,0,15,4,6,55,9,30,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3873
3194,1,15,5,6,0,19,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9794
3195,1,27,3,13,30,8,15,18,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6681
3196,0,21,4,21,15,0,15,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4423
3197,1,15,5,8,25,19,50,11,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10844
3198,1,1,6,9,15,21,0,11,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7258
3199,0,12,6,10,20,11,50,1,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4995
3200,1,9,6,20,55,19,0,22,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14924
3201,1,15,3,6,40,10,25,27,45,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6590
3202,1,3,6,20,55,12,35,15,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10262
3203,0,9,3,9,0,11,30,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5515
3204,2,27,3,19,10,19,45,24,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6643
3205,0,24,6,19,5,20,35,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2754
3206,1,9,6,17,5,22,15,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6493
3207,1,24,5,18,5,23,30,5,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6218
3208,2,6,6,5,55,19,15,13,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10861
3209,1,6,3,7,35,16,10,8,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7094
3210,0,24,3,22,45,0,10,1,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2227
3211,0,21,4,19,50,22,50,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4544
3212,2,21,3,5,50,16,20,10,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7664
3213,0,27,6,17,45,20,45,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8016
3214,0,27,5,22,50,1,20,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3807
3215,2,3,6,7,10,19,15,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12698
3216,1,24,5,6,30,4,40,22,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8586
3217,1,1,4,6,30,4,40,22,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7064
3218,0,9,6,5,35,8,50,3,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5601
3219,1,21,5,15,45,22,5,6,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7317
3220,3,6,5,10,0,10,30,24,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12797
3221,1,6,4,6,15,10,30,4,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4226
3222,1,12,5,17,0,23,35,6,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14151
3223,1,27,3,10,45,1,35,14,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6628
3224,0,9,3,4,0,6,50,2,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8033
3225,1,1,6,10,35,19,0,8,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11200
3226,0,24,6,15,30,18,5,2,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4804
3227,1,12,6,22,40,10,40,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5192
3228,2,12,6,9,40,4,25,18,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13014
3229,1,21,5,21,10,22,35,25,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10844
3230,1,6,3,7,0,15,30,8,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15603
3231,0,3,4,7,45,10,40,2,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4239
3232,1,12,6,14,5,10,5,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13044
